"id","sale","units","rating","product","industry","country","return.client","year","sale.per.unit","rating.level","priority"
"3319393057",17900,388,5.187385806,"Series C","biotech","Other",0,"2014",46.1340206185567,"excellent",0
"3319393065",32650,388,5.788429949,"Series C","tech","Other",0,"2014",84.1494845360825,"excellent",0
"3319440152",45418,847,6.118493595,"Series A","tech","Switzerland",0,"2014",53.6221959858323,"excellent",0
"3319380591",16900,389,5.129898715,"Series A","environmental","Other",0,"2014",43.4447300771208,"excellent",0
"1138034169",8000,436,4.382026635,"Series B","environmental","Other",0,"2014",18.348623853211,"satisfactory",0
"1498746675",11995,275,4.787074989,"Series C","biotech","Other",1,"2014",43.6181818181818,"satisfactory",0
"1498746683",14394,275,4.969396546,"Series C","tech","Other",1,"2014",52.3418181818182,"satisfactory",0
"128033622",25920,288,5.557599964,"Series A","tech","United States",1,"2014",90,"excellent",0
"1118953312",29700,692,5.693732139,"Series A","tech","Other",0,"2014",42.9190751445087,"excellent",0
"3319488872",29002,193,5.669949886,"Series A","tech","Other",0,"2014",150.269430051813,"excellent",0
"3319268031",32650,353,5.788429949,"Series A","tech","Other",0,"2014",92.4929178470255,"excellent",0
"3319268015",17900,353,5.187385806,"Series A","biotech","Switzerland",0,"2014",50.7082152974504,"excellent",0
"1498751067",21594,244,5.375000591,"Series C","tech","Other",1,"2014",88.5,"excellent",0
"1118824245",14999,371,5.010568625,"Series A","biotech","United States",1,"2014",40.4285714285714,"excellent",0
"3319445294",19900,313,5.293304825,"Series A","biotech","Switzerland",0,"2014",63.5782747603834,"excellent",0
"3319445308",36298,313,5.894347736,"Series A","tech","Other",0,"2014",115.968051118211,"excellent",0
"1771883219",19194,378,5.257182823,"Series B","tech","Other",0,"2014",50.7777777777778,"excellent",0
"1612124275",1695,176,2.830267834,"Series A","environmental","Other",1,"2014",9.63068181818182,"poor",1
"1612124283",2034,176,3.012589391,"Series A","tech","Other",1,"2014",11.5568181818182,"poor",1
"9401777527",35880,531,5.88276513,"Series C","tech","Other",0,"2014",67.5706214689266,"excellent",0
"1315422689",15600,148,5.049856007,"Series B","tech","Other",1,"2014",105.405405405405,"excellent",0
"128041102",18000,196,5.192956851,"Series A","tech","Other",1,"2014",91.8367346938775,"excellent",0
"9401776113",19900,355,5.293304825,"Series A","biotech","Other",0,"2014",56.056338028169,"excellent",0
"9401776121",36298,355,5.894347736,"Series A","tech","Other",0,"2014",102.247887323944,"excellent",0
"1498768512",17994,148,5.192623462,"Series C","tech","Other",1,"2014",121.581081081081,"excellent",0
"149870381X",29994,664,5.703582455,"Series C","tech","United States",1,"2014",45.171686746988,"excellent",0
"8132227743",17900,338,5.187385806,"Series C","biotech","Other",0,"2014",52.9585798816568,"excellent",0
"813222776X",32650,338,5.788429949,"Series C","tech","Other",0,"2014",96.5976331360947,"excellent",0
"9811006628",5499,77,4.007151351,"Series A","environmental","Other",0,"2014",71.4155844155844,"satisfactory",0
"9811006636",10030,77,4.608165695,"Series A","tech","Other",0,"2014",130.25974025974,"satisfactory",0
"9811019657",36298,442,5.894347736,"Series C","tech","Other",0,"2014",82.1221719457014,"excellent",0
"3319320599",32650,440,5.788429949,"Series A","tech","Other",0,"2014",74.2045454545455,"excellent",0
"1119042097",5999,106,4.094177882,"Series A","tech","Other",1,"2014",56.5943396226415,"satisfactory",0
"520284615",7000,408,4.248495242,"Series C","biotech","Other",1,"2014",17.156862745098,"satisfactory",0
"1498700721",26394,384,5.575721805,"Series A","tech","United States",1,"2014",68.734375,"excellent",0
"1498700713",21995,366,5.393400248,"Series A","biotech","Other",1,"2014",60.0956284153005,"excellent",0
"8132228596",23900,432,5.476463552,"Series A","environmental","Other",0,"2014",55.3240740740741,"excellent",0
"3319287060",10030,85,4.608165695,"Series A","tech","Other",0,"2014",118,"satisfactory",0
"9251085196",4500,109,3.80666249,"Series A","environmental","Other",0,"2014",41.2844036697248,"poor",0
"162317029X",2195,234,3.08876714,"Series C","tech","Other",1,"2014",9.38034188034188,"poor",1
"1623170281",2195,234,3.08876714,"Series C","environmental","United States",1,"2014",9.38034188034188,"poor",1
"3319473220",32650,326,5.788429949,"Series A","tech","Switzerland",0,"2014",100.153374233129,"excellent",0
"128096063",21600,528,5.375278408,"Series A","tech","United Kingdom",0,"2014",40.9090909090909,"excellent",0
"1498718027",21594,283,5.375000591,"Series B","tech","United States",1,"2014",76.3038869257951,"excellent",0
"1498739504",21594,378,5.375000591,"Series B","tech","Other",1,"2014",57.1269841269841,"excellent",0
"9811005680",15900,341,5.068904202,"Series A","biotech","Other",0,"2014",46.6275659824047,"excellent",0
"9811005699",29002,341,5.669949886,"Series A","tech","Other",0,"2014",85.049853372434,"excellent",0
"3319241079",19900,270,5.293304825,"Series C","biotech","Switzerland",0,"2014",73.7037037037037,"excellent",0
"1486301878",4674,246,3.844600329,"Delta","tech","Other",0,"2014",19,"poor",0
"128024968",14393,646,4.96932707,"Series A","tech","Other",0,"2014",22.2801857585139,"satisfactory",0
"1489979034",12900,301,4.859812404,"Series A","environmental","Other",1,"2014",42.8571428571429,"satisfactory",0
"128041951",13673,592,4.918008178,"Series B","tech","Other",1,"2014",23.0962837837838,"satisfactory",0
"9401779791",17900,502,5.187385806,"Series A","environmental","Other",0,"2014",35.6573705179283,"excellent",0
"3319426559",10030,54,4.608165695,"Series A","tech","Switzerland",0,"2014",185.740740740741,"satisfactory",0
"128094958",17280,468,5.152134856,"Series A","tech","Other",0,"2014",36.9230769230769,"excellent",0
"1482257858",16794,344,5.123606773,"Series B","tech","United States",1,"2014",48.8197674418605,"excellent",0
"3319344498",17900,439,5.187385806,"Series C","biotech","Switzerland",0,"2014",40.7744874715262,"excellent",0
"331934451X",32650,439,5.788429949,"Series C","tech","Other",0,"2014",74.373576309795,"excellent",0
"386581431X",3999,164,3.688629423,"Series C","environmental","Other",0,"2014",24.3841463414634,"poor",0
"331941870X",32650,398,5.788429949,"Series A","tech","Switzerland",0,"2014",82.035175879397,"excellent",0
"9401774560",29002,402,5.669949886,"Series C","tech","Other",0,"2014",72.1442786069652,"excellent",0
"940177451X",15900,402,5.068904202,"Series C","biotech","Other",0,"2014",39.5522388059701,"excellent",0
"9401774544",15900,395,5.068904202,"Series C","biotech","Other",0,"2014",40.253164556962,"excellent",0
"9004314148",18120,322,5.199601394,"Series A","tech","Other",0,"2014",56.2732919254658,"excellent",0
"1771883847",14995,386,5.010301905,"Series B","biotech","Other",0,"2014",38.8471502590674,"excellent",0
"1771883855",17994,376,5.192623462,"Series B","tech","Other",0,"2014",47.8563829787234,"excellent",0
"3319267779",32650,401,5.788429949,"Series A","tech","Other",0,"2014",81.4214463840399,"excellent",0
"3319354116",18900,511,5.241747015,"Series A","environmental","Other",0,"2014",36.986301369863,"excellent",0
"3319267760",17900,370,5.187385806,"Series A","biotech","Switzerland",0,"2014",48.3783783783784,"excellent",0
"9812879528",36298,451,5.894347736,"Series A","tech","Other",0,"2014",80.4833702882483,"excellent",0
"1136456775",21000,416,5.347107531,"Series C","tech","Other",0,"2014",50.4807692307692,"excellent",0
"9811027021",45418,405,6.118493595,"Series A","tech","Other",0,"2014",112.143209876543,"excellent",0
"3319254758",17900,344,5.187385806,"Series C","biotech","Other",0,"2014",52.0348837209302,"excellent",0
"1317293800",17400,287,5.159055299,"Series C","tech","Other",0,"2014",60.6271777003484,"excellent",0
"1536102792",25029,218,5.522620246,"Series C","biotech","Other",1,"2014",114.811926605505,"excellent",0
"3319257161",5999,441,4.094177882,"Series C","biotech","Other",0,"2014",13.6031746031746,"satisfactory",0
"1771882298",17994,596,5.192623462,"Series B","tech","Other",0,"2014",30.1912751677852,"excellent",0
"123850290",20153,764,5.305938254,"Series A","tech","Other",0,"2014",26.3782722513089,"excellent",0
"3662533871",17900,259,5.187385806,"Series A","biotech","Other",0,"2014",69.1119691119691,"excellent",0
"3662533898",32650,259,5.788429949,"Series A","tech","Other",0,"2014",126.061776061776,"excellent",0
"331931436X",32650,431,5.788429949,"Series C","tech","Switzerland",0,"2014",75.754060324826,"excellent",0
"1119028558",8399,156,4.430697744,"Series B","tech","Other",1,"2014",53.8397435897436,"satisfactory",0
"3319254529",8999,303,4.499698553,"Series A","biotech","Other",0,"2014",29.6996699669967,"satisfactory",0
"1138986577",4795,130,3.870158801,"Series C","environmental","Other",0,"2014",36.8846153846154,"poor",0
"1482261006",8394,342,4.430102258,"Delta","tech","Other",1,"2014",24.5438596491228,"satisfactory",0
"1118954564",10914,291,4.692631462,"Series A","tech","United States",1,"2014",37.5051546391753,"satisfactory",0
"1119226260",3999,80,3.688629423,"Series A","environmental","Other",1,"2014",49.9875,"poor",1
"1351725262",15834,240,5.06474462,"Series B","tech","Other",1,"2014",65.975,"excellent",0
"3319413724",18058,198,5.196173893,"Series C","tech","Other",0,"2014",91.2020202020202,"excellent",0
"1486303110",4554,231,3.818591061,"Series A","tech","Other",0,"2014",19.7142857142857,"poor",0
"1536102016",8200,134,4.406719247,"Series C","environmental","Other",1,"2014",61.1940298507463,"satisfactory",0
"1107103851",6499,492,4.174233412,"Series B","biotech","Other",0,"2015",13.2093495934959,"satisfactory",0
"1107503825",2999,492,3.400863993,"Series B","environmental","Other",0,"2015",6.09552845528455,"poor",0
"393603334",8190,700,4.405498991,"Series B","biotech","Other",1,"2015",11.7,"satisfactory",0
"393603326",11700,700,4.762173935,"Series B","environmental","United States",1,"2015",16.7142857142857,"satisfactory",0
"3110476622",28000,152,5.634789603,"Series A","tech","Other",0,"2015",184.210526315789,"excellent",0
"128043377",29400,360,5.683579767,"Series A","tech","Other",1,"2015",81.6666666666667,"excellent",0
"1498704182",19995,472,5.298067335,"Series C","tech","United States",1,"2015",42.3622881355932,"excellent",0
"71849106",1600,228,2.772588722,"Series B","environmental","Other",1,"2015",7.01754385964912,"poor",1
"9814725544",11800,540,4.770684624,"Delta","biotech","Other",0,"2015",21.8518518518519,"satisfactory",0
"9814725552",4900,540,3.891820298,"Series A","environmental","Other",0,"2015",9.07407407407407,"poor",0
"3527413332",8000,313,4.382026635,"Series B","environmental","Other",0,"2015",25.5591054313099,"satisfactory",0
"9814719676",5800,281,4.060443011,"Series C","biotech","Other",0,"2015",20.6405693950178,"satisfactory",0
"3527413499",12000,482,4.787491743,"Series C","environmental","Other",0,"2015",24.896265560166,"satisfactory",0
"1107638577",3999,370,3.688629423,"Series B","environmental","United Kingdom",0,"2015",10.8081081081081,"poor",0
"9811022984",17900,470,5.187385806,"Series A","biotech","Other",0,"2015",38.0851063829787,"excellent",0
"3319349546",12900,387,4.859812404,"Series A","environmental","Switzerland",0,"2015",33.3333333333333,"satisfactory",0
"128051744",26040,230,5.56221891,"Series A","tech","Other",1,"2015",113.217391304348,"excellent",0
"1119290953",29500,577,5.686975356,"Series C","tech","United States",1,"2015",51.1265164644714,"excellent",0
"128097485",26640,230,5.584998939,"Series C","tech","Other",0,"2015",115.826086956522,"excellent",0
"128052279",29400,176,5.683579767,"Series A","tech","Other",1,"2015",167.045454545455,"excellent",0
"1119027128",9500,379,4.553876892,"Series A","tech","United States",1,"2015",25.065963060686,"satisfactory",0
"191085782",41250,257,6.022236206,"Series C","tech","Other",0,"2015",160.505836575875,"excellent",0
"9814749974",12800,462,4.852030264,"Series B","biotech","Other",0,"2015",27.7056277056277,"satisfactory",0
"9814749982",6500,462,4.17438727,"Series C","environmental","United States",1,"2015",14.0692640692641,"satisfactory",0
"110715443X",9499,560,4.553771623,"Series C","biotech","Other",0,"2015",16.9625,"satisfactory",0
"1483282864",8754,281,4.472095832,"Series B","tech","Other",1,"2015",31.153024911032,"satisfactory",0
"3319450441",12900,180,4.859812404,"Series A","tech","Other",0,"2015",71.6666666666667,"satisfactory",0
"3319485563",12900,206,4.859812404,"Series A","tech","Switzerland",0,"2015",62.621359223301,"satisfactory",0
"3319297317",8999,254,4.499698553,"Series C","tech","Other",0,"2015",35.4291338582677,"satisfactory",0
"1400884187",6195,155,4.126327608,"Series B","tech","United States",1,"2015",39.9677419354839,"satisfactory",0
"128050772",30720,242,5.727499001,"Series A","tech","Other",0,"2015",126.942148760331,"excellent",0
"1786341115",4800,325,3.871201011,"Series C","environmental","United Kingdom",0,"2015",14.7692307692308,"poor",0
"1786341123",16500,304,5.105945474,"Series C","tech","Other",0,"2015",54.2763157894737,"excellent",0
"1259643557",2800,277,3.33220451,"Series B","environmental","Other",1,"2015",10.1083032490975,"poor",1
"1259588068",1800,277,2.890371758,"Series B","environmental","Other",1,"2015",6.49819494584838,"poor",1
"1259587959",1800,333,2.890371758,"Series B","environmental","United States",1,"2015",5.40540540540541,"poor",1
"1259588521",1800,288,2.890371758,"Series B","environmental","Other",1,"2015",6.25,"poor",1
"8132236408",13900,432,4.934473933,"Series B","tech","Other",0,"2015",32.1759259259259,"satisfactory",0
"8132236386",13900,432,4.934473933,"Series B","biotech","Other",0,"2015",32.1759259259259,"satisfactory",0
"1771883510",19194,368,5.257182823,"Series C","tech","Other",0,"2015",52.1576086956522,"excellent",0
"1634848136",12217,132,4.805413517,"Series C","biotech","Other",1,"2015",92.5530303030303,"satisfactory",0
"198351887",1348,96,2.601207105,"Series B","environmental","Other",0,"2015",14.0416666666667,"poor",0
"8179034",1195,96,2.480731278,"Series B","environmental","United Kingdom",0,"2015",12.4479166666667,"poor",0
"1471858545",1348,90,2.601207105,"Series B","environmental","Other",0,"2015",14.9777777777778,"poor",0
"3662509067",8999,192,4.499698553,"Series A","environmental","Other",0,"2015",46.8697916666667,"satisfactory",0
"1583818944",8800,277,4.477336814,"Series B","biotech","Other",1,"2015",31.7689530685921,"satisfactory",0
"3662497174",12900,485,4.859812404,"Series A","biotech","United States",1,"2015",26.5979381443299,"satisfactory",0
"3662528576",12900,214,4.859812404,"Series C","biotech","Other",0,"2015",60.2803738317757,"satisfactory",0
"3319387022",12900,178,4.859812404,"Series A","environmental","Switzerland",0,"2015",72.4719101123596,"satisfactory",0
"3319312979",10900,326,4.691347882,"Series B","biotech","Switzerland",0,"2015",33.4355828220859,"satisfactory",0
"3319286447",12900,124,4.859812404,"Series C","biotech","Other",0,"2015",104.032258064516,"satisfactory",0
"3658137134",6999,115,4.248352375,"Series C","tech","Other",0,"2015",60.8608695652174,"satisfactory",0
"3658137126",6999,106,4.248352375,"Series C","environmental","Other",0,"2015",66.0283018867924,"satisfactory",0
"9811001804",22900,510,5.433722004,"Series A","tech","Other",0,"2015",44.9019607843137,"excellent",0
"1438007426",1899,645,2.943912525,"Series B","environmental","United States",1,"2015",2.94418604651163,"poor",1
"1438007892",1899,1027,2.943912525,"Series B","environmental","Other",1,"2015",1.84907497565725,"poor",1
"1438068565",1899,1027,2.943912525,"Series B","tech","Other",1,"2015",1.84907497565725,"poor",1
"3319272632",5999,409,4.094177882,"Series C","biotech","Other",0,"2015",14.6674816625917,"satisfactory",0
"3319211919",13900,252,4.934473933,"Series A","tech","Switzerland",0,"2015",55.1587301587302,"satisfactory",0
"3319211900",13900,265,4.934473933,"Series A","biotech","Other",0,"2015",52.4528301886792,"satisfactory",0
"128093072",27000,1012,5.598421959,"Series C","tech","Other",0,"2015",26.6798418972332,"excellent",0
"128053577",22500,1012,5.416100402,"Series C","environmental","Other",0,"2015",22.2332015810277,"excellent",0
"3319393553",12900,197,4.859812404,"Series C","tech","Other",0,"2015",65.4822335025381,"satisfactory",0
"3319416448",10900,245,4.691347882,"Series C","tech","Other",0,"2015",44.4897959183673,"satisfactory",0
"9811002754",5499,149,4.007151351,"Series A","tech","Switzerland",0,"2015",36.9060402684564,"satisfactory",0
"1783268328",29700,741,5.693732139,"Series C","tech","United Kingdom",0,"2015",40.080971659919,"excellent",0
